zGrid, Wx, Wy, Curve, curveWx, CurveWy 
0.0, 5.56524464153881, 3.3034526119920846, 108.89874863704972, 17.814690784344215, 14.438298345191132
10.0, 5.47303666722382, 3.0875424942306564, 105.01960897101361, 17.318501804321528, 13.961049236188318
20.0, 5.2797095038399275, 3.406773740674846, 101.22917347500575, 16.83029935335498, 13.49184208507257
30.0, 5.250353996865485, 3.818767596725224, 97.52692032464972, 16.35008950848281, 13.030675600702748
40.0, 6.073530207354204, 5.470680641556827, 93.91229886164177, 15.877878557503793, 12.577548593632901
50.0, 5.993477356244628, 5.4175337471289735, 90.38472959375002, 15.413672999190236, 12.13246000332233
60.0, 6.66040553536028, 6.385413325342918, 86.94360419481512, 14.957479541821968, 11.695408930396901
70.0, 7.077306514414358, 6.873296238342077, 83.5882855047495, 14.509305099672492, 11.26639467490078
80.0, 7.541620528873436, 7.370796178688394, 80.31810752953818, 14.069156787012906, 10.845416781664646
90.0, 7.82334331776845, 7.630468217003149, 77.132375441238, 13.63704190912273, 10.43247509414385
100.0, 8.567782602438003, 8.11503441698961, 74.03036557797822, 13.212967949707966, 10.027569818357373
110.0, 9.256453342779603, 8.562687875420647, 71.01132544395969, 12.796942554023484, 9.630701598898048
120.0, 9.8092205908883, 8.909591911973763, 68.07447370945617, 12.388973506877392, 9.24187160940108
130.0, 10.10473240456506, 8.982927050661733, 65.21900021081323, 11.989068704556642, 8.861081660371168
140.0, 9.988476823928933, 8.506624741537587, 62.4440659504486, 11.597236119554093, 8.488334327902116
150.0, 9.831487924694814, 8.218814427577104, 59.74880309685204, 11.213483756793812, 8.12363310760811
160.0, 9.809515008337991, 7.922354665020442, 57.132314984585676, 10.837819599841813, 7.7669825990618575
170.0, 9.718428180900071, 7.62653573750768, 54.593676114283866, 10.470251545349958, 7.418388727251985
180.0, 9.487317460608883, 7.217195234470956, 52.1319321526528, 10.110787323709165, 7.07785900909485
190.0, 9.275223018299073, 6.888640330802848, 49.74609993247105, 9.759434403581405, 6.745402874946558
200.0, 9.211602517365707, 6.611722960624139, 47.43516745258946, 9.416199877636215, 6.421032057466059
210.0, 9.151828205382778, 6.392530925915897, 45.19809387793079, 9.081090326435273, 6.104761063214965
220.0, 8.700638908965253, 6.0018287593437485, 43.03380953949002, 8.754111656988155, 5.796607746218979
230.0, 8.524259633795733, 5.6480240061769, 40.94121593433429, 8.43526891204516, 5.496594007581535
240.0, 8.08745063666612, 5.235290954377795, 38.919185725603064, 8.124566045704146, 5.2047466514140375
250.0, 7.803302123337961, 4.948926738029708, 36.966562742507755, 7.8220056603956545, 4.921098435182323
260.0, 7.456276357066844, 4.563936031640111, 35.082161980332145, 7.52758869978785, 4.645689362499562
270.0, 7.017973665399498, 4.191115162481169, 33.26476960043185, 7.241314091639508, 4.378568278940624
280.0, 6.852166196175944, 3.930445730781576, 31.513142930234928, 6.963178334154334, 4.119794847198268
290.0, 6.668146728648419, 3.7178596169488, 29.826010463241545, 6.693175018991362, 3.8694419974472387
300.0, 6.438704202719903, 3.4567707643012335, 28.20207185902397, 6.43129428381635, 3.6275989726022493
310.0, 6.120365273082841, 3.2304475845077087, 26.63999794322665, 6.1775221872039205, 3.394375116301977
320.0, 5.867563153031842, 2.967622802991418, 25.13843070756618, 5.931839998903398, 3.169904582952631
330.0, 5.66157593022477, 2.7904760819134715, 23.695983309831355, 5.694223399064991, 2.9543521808728066
340.0, 5.438214516008607, 2.574098299655027, 22.311240073883063, 5.464641581107239, 2.7479205840204264
